Idade,Tarifa,Parch,Classe,Sexo,SibSp,Sobreviveu
24.0,13.5,0,2,Masculino,0,
31.0,21.0,0,2,Feminino,0,
45.0,63.3583,1,1,Feminino,0,
25.0,10.5,0,2,Masculino,0,
18.0,73.5,0,2,Masculino,0,
49.0,65.0,2,2,Masculino,1,
0.17,20.575,2,3,Feminino,1,
50.0,26.0,0,1,Masculino,0,
59.0,51.4792,0,1,Feminino,2,
28.0,7.8792,0,3,Masculino,0,
28.0,7.75,0,3,Masculino,0,
30.0,15.55,0,3,Feminino,1,
14.5,69.55,2,3,Masculino,8,
24.0,37.0042,1,2,Feminino,1,
31.0,21.0,0,2,Feminino,0,
27.0,8.6625,0,3,Masculino,0,
25.0,55.4417,0,1,Feminino,1,
28.0,69.55,9,3,Feminino,1,
28.0,14.4583,0,3,Masculino,1,
22.0,39.6875,0,3,Feminino,0,
45.0,59.4,1,1,Feminino,0,
29.0,13.8583,0,2,Masculino,0,
21.0,11.5,0,2,Masculino,1,
31.0,134.5,0,1,Feminino,0,
49.0,0.0,0,1,Masculino,0,
44.0,13.0,0,2,Masculino,0,
54.0,81.8583,1,1,Feminino,1,
45.0,262.375,0,1,Feminino,0,
22.0,8.6625,0,3,Feminino,2,
21.0,11.5,0,2,Masculino,0,
55.0,50.0,0,1,Masculino,0,
5.0,31.3875,2,3,Masculino,4,
28.0,7.75,0,3,Masculino,0,
26.0,7.8792,0,3,Masculino,0,
28.0,14.5,0,3,Feminino,0,
19.0,16.1,0,3,Feminino,1,
28.0,12.875,0,2,Masculino,0,
24.0,65.0,2,2,Feminino,1,
24.0,7.775,0,3,Masculino,0,
57.0,13.0,0,2,Masculino,0,
21.0,7.75,0,3,Masculino,0,
6.0,21.075,1,3,Masculino,3,
23.0,93.5,0,1,Masculino,0,
51.0,39.4,1,1,Feminino,0,
13.0,20.25,2,3,Masculino,0,
47.0,10.5,0,2,Masculino,0,
29.0,22.025,1,3,Masculino,3,
18.0,60.0,0,1,Feminino,1,
24.0,7.25,0,3,Masculino,0,
48.0,79.2,1,1,Feminino,1,
22.0,7.775,0,3,Masculino,0,
31.0,7.7333,0,3,Masculino,0,
30.0,164.8667,0,1,Feminino,0,
38.0,21.0,0,2,Masculino,1,
22.0,59.4,1,1,Feminino,0,
17.0,47.1,0,1,Masculino,0,
43.0,27.7208,0,1,Masculino,1,
20.0,13.8625,0,2,Masculino,0,
23.0,10.5,0,2,Masculino,1,
50.0,211.5,1,1,Masculino,1,
28.0,7.7208,0,3,Feminino,0,
3.0,13.775,1,3,Feminino,1,
28.0,7.75,0,3,Feminino,0,
37.0,90.0,0,1,Feminino,1,
28.0,7.775,0,3,Feminino,0,
28.0,8.05,0,3,Masculino,0,
39.0,108.9,0,1,Feminino,0,
38.5,7.25,0,3,Masculino,0,
28.0,8.05,0,3,Masculino,0,
28.0,22.3583,1,3,Masculino,1,
